PlaceId,PlaceName,Country,Description,ImageUrl
47,Great Ocean Road,Australia,Scenic drive along the south-eastern coast of Australia.,https://example.com/greatoceanroad.jpg
48,Queenstown,New Zealand,Resort town known for adventure sports.,https://example.com/queenstown.jpg
49,Ngorongoro Crater,Tanzania,World's largest inactive volcanic caldera.,https://example.com/ngorongorocrater.jpg
50,Reykjavik,Iceland,Capital of Iceland known for its Viking history.,https://example.com/reykjavik.jpg
51,Masada,Israel,Ancient fortress on a plateau in the Judaean Desert.,https://example.com/masada.jpg
52,Lofoten Islands,Norway,Archipelago known for its dramatic scenery.,https://example.com/lofotenislands.jpg
53,Bagan,Myanmar,Ancient city with thousands of Buddhist temples.,https://example.com/bagan.jpg
54,Mount Cook,New Zealand,Highest mountain in New Zealand.,https://example.com/mountcook.jpg
55,Franz Josef Glacier,New Zealand,Glacier located in Westland Tai Poutini National Park.,https://example.com/franzjosefglacier.jpg
56,Alcatraz Island,USA,Historic island and former prison in San Francisco Bay.,https://example.com/alcatraz.jpg
57,Matterhorn,Switzerland,Famous mountain in the Alps.,https://example.com/matterhorn.jpg
58,Haleakala National Park,USA,National park in Hawaii known for its volcanic landscape.,https://example.com/haleakala.jpg
59,Petronas Towers,Malaysia,Twin skyscrapers in Kuala Lumpur.,https://example.com/petronastowers.jpg
60,Arashiyama Bamboo Grove,Japan,Famous bamboo forest in Kyoto.,https://example.com/arashiyama.jpg
61,Plitvice Lakes,Croatia,National park known for its lakes and waterfalls.,https://example.com/plitvicelakes.jpg
62,Torres del Paine,Chile,"National park known for its mountains, glaciers, and lakes.",https://example.com/torresdelpaine.jpg
63,Cinque Terre,Italy,Picturesque coastal villages on the Italian Riviera.,https://example.com/cinqueterre.jpg
64,Lake Bled,Slovenia,Glacial lake known for its island church.,https://example.com/lakebled.jpg
65,Galway,Ireland,Harbor city on Ireland’s west coast.,https://example.com/galway.jpg
66,Kilimanjaro,Tanzania,Highest mountain in Africa.,https://example.com/kilimanjaro.jpg
67,Keukenhof,Netherlands,Large flower garden known for its tulips.,https://example.com/keukenhof.jpg
68,Hwange National Park,Zimbabwe,Famous for its wildlife and large elephant herds.,https://example.com/hwange.jpg
69,Cinque Terre,Italy,Picturesque coastal villages on the Italian Riviera.,https://example.com/cinqueterre.jpg
70,Banff National Park,Canada,National park in the Canadian Rockies.,https://example.com/banff.jpg
71,Bora Bora,French Polynesia,Small island known for its luxury resorts.,https://example.com/borabora.jpg
72,Moeraki Boulders,New Zealand,Large spherical boulders on Koekohe Beach.,https://example.com/moerakiboulders.jpg
73,Antelope Canyon,USA,Famous slot canyon in Arizona.,https://example.com/antelopecanyon.jpg
74,Moraine Lake,Canada,Glacially-fed lake in Banff National Park.,https://example.com/morainelake.jpg
75,Wulingyuan,China,Scenic area known for its quartzite sandstone pillars.,https://example.com/wulingyuan.jpg
76,Nusa Penida,Indonesia,Island known for its beaches and cliff formations.,https://example.com/nusapenida.jpg
77,Ngorongoro Crater,Tanzania,World's largest inactive volcanic caldera.,https://example.com/ngorongorocrater.jpg
78,Queenstown,New Zealand,Resort town known for adventure sports.,https://example.com/queenstown.jpg
79,Great Ocean Road,Australia,Scenic drive along the south-eastern coast of Australia.,https://example.com/greatoceanroad.jpg
80,Monument Valley,USA,Region of the Colorado Plateau characterized by a cluster of vast sandstone buttes.,https://example.com/monumentvalley.jpg
81,Napa Valley,USA,Region in California known for its vineyards.,https://example.com/napavalley.jpg
82,Monteverde Cloud Forest,Costa Rica,Famous for its biodiversity and cloud forest.,https://example.com/monteverdecloudforest.jpg
83,Rotorua,New Zealand,City on New Zealand’s North Island known for its geothermal activity.,https://example.com/rotorua.jpg
84,Athabasca Glacier,Canada,Large glacier located in the Canadian Rockies.,https://example.com/athabascaglacier.jpg
85,Lake Louise,Canada,Glacial lake in Banff National Park.,https://example.com/lakelouise.jpg
86,Bryggen,Norway,Historic harbour district in Bergen.,https://example.com/bryggen.jpg
87,Mount Etna,Italy,Active volcano on the east coast of Sicily.,https://example.com/mountetna.jpg
88,Reed Flute Cave,China,Natural limestone cave with multicolored lighting.,https://example.com/reedflutecave.jpg
89,Bryce Canyon,USA,Famous for its unique rock formations called hoodoos.,https://example.com/brycecanyon.jpg
90,Rapa Nui National Park,Chile,World Heritage site on Easter Island.,https://example.com/rapanuinationalpark.jpg
